5 1 2 3 4 5
1 -0.61265 -0.69424 -0.60711 -0.50007 -0.55793
2 -0.5772 -0.39643 -0.4345 -0.45229 -0.6345
3 -0.48906 -0.38272 -0.40163 -0.41065 -0.4912
4 -0.38594 -0.39813 -0.37029 -0.41318 -0.39692
5 -0.43838 -0.5319 -0.42611 -0.36464 -0.34351
